strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,genbank_accession,host,mutational_fitness,pango_lineage,recency,region,url,author,accession,originating_lab,submitting_lab,logistic_growth
CHL/Santiago-PUC_MVL_0106/2020,4/1/2020,1,20A,Chile,,Chile,,202014,MW364994,Homo sapiens,0.32,B.1.110,Older,South America,,Direct Submission et al B,,,,
TUR/KOC-IST-SP3/2020,5/18/2020,1,20A,Turkey,,Turkey,,202021,MW199143,Homo sapiens,0.31,B.1.9.5,Older,Europe,,Ozer et al A,,,,
TUR/KOC-IST-B303/2020,3/27/2020,2,20A,Turkey,,Turkey,,202013,MT675956,Homo sapiens,0.31,B.1.9,Older,Europe,,Can et al,,,,
TUN/COV1339/2020,3/30/2020,3,20A,Tunisia,,Tunisia,,202014,MT499217,Homo sapiens,0.3,B.1.9,Older,Africa,,Fares et al B,,,,
TWN/CGMH-CGU-16/2020,3/16/2020,1,20A,Taiwan,,Taiwan,,202012,MT374112,Homo sapiens,0.34,B.1,Older,Asia,,Gong et al C,,,,
EGY/CPHL-NRC-20/2020,3/13/2020,1,20A,Egypt,,Egypt,,202011,MW451239,Homo sapiens,0.32,B.1,Older,Africa,,Roshdy et al,,,,
TUN/TUN_ADAGE_4681/2020,7/7/2020,1,20A,Tunisia,,Tunisia,,202028,MT955173,Homo sapiens,0.38,B.1.36,Older,Africa,,Souissi et al A,,,,
VEN/Anz7498/2021,3/12/2021,3,20A,Venezuela,,Venezuela,,202110,MZ611974,Homo sapiens,0.54,B.1.111,Older,South America,,Pujol et al A,,,,
Mexico/SEARCH-102655/2020,5/7/2020,1,20A,Mexico,,Sonora,,202019,OK549016,Homo sapiens,0.56,B.1,One week ago,North America,,Andersen et al A,,"SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)",SEARCH Alliance San Diego,
Mexico/BCN-SEARCH-102968/2020,5/21/2020,1,20A,Mexico,,Baja California,,202021,OK549308,Homo sapiens,0.6,B.1,One week ago,North America,,Andersen et al B,,"SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)",SEARCH Alliance San Diego,
USA/NC-QDX-2896/2020,8/26/2020,1,20A,USA,,North Carolina,,202035,MW487281,Homo sapiens,0.45,B.1,Older,North America,,Rosenthal et al B,,Quest Diagnostics,Quest Diagnostics Inc,
GHA/84279_S42/2020,5/25/2020,1,20A,Ghana,,Ghana,,202022,MT890236,Homo sapiens,0.37,B.1,Older,Africa,,Ngoi et al C,,,,
EGY/CUNCI-HGC11I030/2021,1/3/2021,1,20A,Egypt,,Egypt,,202101,MW548231,Homo sapiens,0.42,B.1.466,Older,Africa,,Zekri et al A,,,,
USA/WI-UW-364/2020,4/16/2020,1,20A,USA,,Illinois,,202016,MT506903,Homo sapiens,0.33,B.1.162,Older,North America,,Moreno et al A,,,,
MAR/RMPS02/2020,4/13/2020,1,20A,Morocco,,Morocco,,202016,MT731292,Homo sapiens,0.33,B.1,Older,Africa,,Laamarti et al A,,,,
VEN/12MZ/2020,5/22/2020,1,20A,Venezuela,,Venezuela,,202021,MT907520,Homo sapiens,0.33,B.1.111,Older,South America,,Loureiro et al B,,,,
AUS/VIC765/2020,3/29/2020,1,20A,Australia,,Victoria,,202014,MT451532,Homo sapiens,0.33,B.1,Older,Oceania,,Seemann et al F,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
EGY/CUNCI-HGC7I030/2020,7/19/2020,1,20A,Egypt,,Egypt,,202030,MT800037,Homo sapiens,0.33,B.1,Older,Africa,,Zekri et al B,,,,
SAU/509/2020,2/9/2020,1,20A,Saudi Arabia,,Saudi Arabia,,202007,MT755885,Homo sapiens,0.32,B.1,Older,Asia,,Alosaimi et al A,,,,
SAU/553/2020,2/13/2020,1,20A,Saudi Arabia,,Saudi Arabia,,202007,MT755889,Homo sapiens,0.31,B.1,Older,Asia,,Alosaimi et al B,,,,
EGY/CPHL-NRC-3/2020,4/5/2020,1,20A,Egypt,,Egypt,,202015,MW451598,Homo sapiens,0.31,B.1,Older,Africa,,Kayed et al,,,,
SAU/832279/2020,3/15/2020,1,20A,Saudi Arabia,,Jeddah,,202012,MT630430,Homo sapiens,0.33,B.1,Older,Asia,,Azhar et al,,,,
IDN/RSDS-RCVTD-UNAIR-35-A/2020,6/24/2020,3,20A,Indonesia,,Indonesia,,202026,MZ026853,Homo sapiens,0.35,B.1,Older,Asia,,Rantam et al A,,,,
IDN/RSDS-RCVTD-UNAIR-33-C/2020,6/24/2020,3,20A,Indonesia,,Indonesia,,202026,MZ570426,Homo sapiens,0.35,B.1,Older,Asia,,Rantam et al B,,,,
Lebanon/QIB-4/2020,12/30/2020,2,20A,Lebanon,,Lebanon,,202053,OU598985,Homo sapiens,0.44,B.1.170,Older,Asia,,Tiwari et al A,,Laboratory of Molecular Biology and Cancer Immunology,Quadram Institute Bioscience,
TUN/TUN_ADAGE_O-24776-20/2020,11/8/2020,3,20A,Tunisia,,Tunisia,,202046,MW452542,Homo sapiens,0.46,B.1.160,Older,Africa,,Souissi et al B,,,,
SRB/STR04665-11-12/2020,12/11/2020,3,20A,Kosovo,,Ferizaj,,202050,MW548723,Homo sapiens,0.5,B.1.160,Older,Europe,,Vidanovic et al A,,,,
Switzerland/VD-ETHZ-530599/2020,11/10/2020,2,20A,Switzerland,,Vaud,,202046,OU193222,Homo sapiens,0.43,B.1.160,Older,Europe,,? A,,"Department of Biosystems Science and Engineering, ETH Zürich,Mattenstrasse 26, 4058 Basel, Switzerland",ETH ZURICH D-BSSE,
Switzerland/VD-CHUV-GEN5536/2021,7/7/2021,11,20A,Switzerland,,Vaud,,202127,OU571210,Homo sapiens,0.58,AB.1,Older,Europe,,? B,,"GHOL, CH-1260 Nyon, Switzerland","laboratory of genomics and metagenomics, institute of microbiology, university hospital centre and university of lausanne, switzerland",
FIN/SR121-VE6-H10/2020,10/9/2020,3,20A,Finland,,Finland,,202041,MW717676,Homo sapiens,0.33,B.1.463,Older,Europe,,Smura et al B,,,,
NZL/20CV0604/2020,11/25/2020,2,20A,New Zealand,,Canterbury,,202048,OK426547,Homo sapiens,0.38,B.1.471,One month ago,Oceania,,Ren et al I,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
PAK/GL-NIBD-03/2020,6/10/2020,1,20A,Pakistan,,Pakistan,,202024,MW411960,Homo sapiens,0.34,B.1.471,Older,Asia,,Mukry et al A,,,,
PAK/AKUs56/2020,10/9/2020,1,20A,Pakistan,,Pakistan,,202041,MW433723,Homo sapiens,0.38,B.1.471,Older,Asia,,Ghanchi et al B,,,,
PAK/JRCGR-KHI41/2020,8/10/2020,1,20A,Pakistan,,Karachi,,202033,MW447642,Homo sapiens,0.39,B.1.471,Older,Asia,,Shakeel et al B,,,,
BHR/500118680/2021,1/10/2021,1,20A,Bahrain,,Bahrain,,202102,MW659094,Homo sapiens,0.37,B.1.471,Older,Asia,,Alwasti et al A,,,,
AUS/VIC1954/2020,6/10/2020,1,20A,Australia,,Victoria,,202024,MT745658,Homo sapiens,0.37,B.1.523,Older,Oceania,,Caly et al J,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
IND/GBRC82b/2020,5/5/2020,2,20A,India,,Gujarat,,202019,MT483558,Homo sapiens,0.32,B.1.247,Older,Asia,,Sabara et al,,,,
SAU/KAIMRC70/2020,4/3/2020,1,20A,Saudi Arabia,,Saudi Arabia,,202014,MT820489,Homo sapiens,0.34,B.1,Older,Asia,,Alghoribi et al A,,,,
EGY/PHARCO-ARMY29/2021,2/9/2021,1,20A,Egypt,,Egypt,,202106,MW829330,Homo sapiens,0.48,B.1,Older,Africa,,Helmy et al A,,,,
AUS/VIC2011/2020,6/1/2020,1,20A,Australia,,Victoria,,202023,MT745641,Homo sapiens,0.32,B.1,Older,Oceania,,Caly et al K,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
IDN/RSDS-RCVTD-UNAIR-11-B/2020,5/19/2020,1,20A,Indonesia,,Indonesia,,202021,MZ026855,Homo sapiens,0.33,B.1,Older,Asia,,Rantam et al C,,,,
IDN/RSDS-RCVTD-UNAIR-6-B/2020,5/19/2020,1,20A,Indonesia,,Indonesia,,202021,MZ026854,Homo sapiens,0.33,B.1.470,Older,Asia,,Rantam et al D,,,,
SAU/KAIMRC11/2020,4/1/2020,1,20A,Saudi Arabia,,Saudi Arabia,,202014,MT820468,Homo sapiens,0.3,B.1,Older,Asia,,Alghoribi et al B,,,,
MYS/IIUM91/2020,4/2/2020,1,20A,Malaysia,,Pahang,,202014,MW079428,Homo sapiens,0.33,B.1.468,Older,Asia,,Ahmad et al B,,,,
HongKong/HKPU-00125/2021,1/18/2021,1,20A,Hong Kong,,Hong Kong,,202103,MZ266474,Homo sapiens,0.44,B.1.468,Older,Asia,,Siu et al D,,,,
IND/GBRC181a/2020,6/3/2020,2,20A,India,,Gujarat,,202023,MT607617,Homo sapiens,0.39,B.1.36.8,Older,Asia,,Patel et al A,,B.J. Medical College and Civil hospital,Gujarat Biotechnology Research Centre,
IND/GBRC160a/2020,5/27/2020,1,20A,India,,Gujarat,,202022,MT576033,Homo sapiens,0.36,B.1.36,Older,Asia,,Patel et al B,,,,
IRN/4058/2020,9/25/2020,2,20A,Iran,,Iran,,202039,MZ314348,Homo sapiens,0.46,B.1.36.7,Older,Asia,,Zeinali et al B,,,,
IRN/3533/2020,10/10/2020,3,20A,Iran,,Iran,,202041,MZ314345,Homo sapiens,0.5,B.1.36.7,Older,Asia,,Khosravi et al,,,,
IND/CMP_31_FMR/2020,9/9/2020,2,20A,India,,Maharashtra,,202037,MW645475,Homo sapiens,0.41,B.1.36.29,Older,Asia,,Nilgiriwala et al A,,,,
HongKong/Case5138/2020,10/7/2020,2,20A,Hong Kong,,Hong Kong,,202041,MW181741,Homo sapiens,0.46,B.1.36.29,Older,Asia,,Siu et al E,,,,
NZL/20CV0524/2020,11/5/2020,2,20A,New Zealand,,Auckland,,202045,OK426548,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al J,,LabTests,Institute of Environmental Science and Research,
NZL/20CV0527/2020,11/8/2020,2,20A,New Zealand,,Wellington,,202046,OK426860,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al K,,Wellington SCL (WN),Institute of Environmental Science and Research,
NZL/20CV0563/2020,11/18/2020,2,20A,New Zealand,,Wellington,,202047,OK426474,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al L,,Wellington SCL (WN),Institute of Environmental Science and Research,
NZL/20CV0556/2020,11/11/2020,2,20A,New Zealand,,Capital And Coast,,202046,OK426592,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al M,,Wellington SCL (WN),Institute of Environmental Science and Research,
PAK/PAK_AKU-Khi/2020,6/24/2020,1,20A,Pakistan,,Pakistan,,202026,MW426405,Homo sapiens,0.45,B.1.36,Older,Asia,,Ghanchi et al C,,,,
PAK/GL-NIBD-04/2020,10/15/2020,3,20A,Pakistan,,Pakistan,,202042,MW411961,Homo sapiens,0.52,B.1.36.31,Older,Asia,,Mukry et al B,,,,
PAK/JRCGR_SCV-64/2020,11/20/2020,3,20A,Pakistan,,Karachi,,202047,MW960288,Homo sapiens,0.5,B.1.36.31,Older,Asia,,Irfan et al A,,,,
PAK/JRCGR_SCV-60_IBGE-12/2020,12/10/2020,2,20A,Pakistan,,Islamabad Capital Territory,,202050,MW960284,Homo sapiens,0.49,B.1.36,Older,Asia,,Irfan et al B,,,,
PAK/JRCGR_SCV-69/2020,11/21/2020,1,20A,Pakistan,,Karachi,,202047,MW960291,Homo sapiens,0.44,B.1.36,Older,Asia,,Irfan et al C,,,,
NZL/20CV0434/2020,10/16/2020,1,20A,New Zealand,,Auckland,,202042,OK426725,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al N,,LabPLUS,Institute of Environmental Science and Research,
Switzerland/BS-UHB-42839470/2021,2/12/2021,1,20A,Switzerland,,Basel-Stadt,,202106,OU079138,Homo sapiens,0.43,B.1.36.1,Older,Europe,,? C,,"Clinical Bacteriology, University Hospital Basel,Petersgraben 4, 4031 Basel, Switzerland",University Hospital Basel,
PAK/AKUs46/2020,8/25/2020,1,20A,Pakistan,,Pakistan,,202035,MW433718,Homo sapiens,0.43,B.1.36,Older,Asia,,Ghanchi et al D,,,,
PAK/JRCGR_SCV-90_MARDAN-01/2021,3/6/2021,1,20A,Pakistan,,Pakistan,,202109,MZ444621,Homo sapiens,0.44,B.1.36,Older,Asia,,Irfan et al D,,,,
PAK/JRCGR_SCV-53_IBGE-05/2020,12/10/2020,2,20A,Pakistan,,Islamabad Capital Territory,,202050,MW960277,Homo sapiens,0.44,B.1.36.20,Older,Asia,,Irfan et al E,,,,
PAK/JRCGR_SCV-99_QTA-03/2021,2/1/2021,2,20A,Pakistan,,Pakistan,,202105,MZ328045,Homo sapiens,0.42,B.1.36,Older,Asia,,Irfan et al F,,,,
IND/GBRC543a/2021,1/1/2021,2,20A,India,,India,,202053,MZ292128,Homo sapiens,0.41,B.1.36.8,Older,Asia,,Pandit et al A,,,,
IND/GBRC335a/2020,7/6/2020,1,20A,India,,Gujarat,,202028,MT940474,Homo sapiens,0.41,B.1.36,Older,Asia,,Parmar et al,,"Saikrishna Hospital, Mehsana",Gujarat Biotechnology Research Centre,
IND/GBRC492b/2020,11/27/2020,3,20A,India,,India,,202048,MZ262296,Homo sapiens,0.23,B.1.36.8,Older,Asia,,Raval et al A,,,,
IRQ/Samawa-18/2021,1/23/2021,2,20A,Iraq,,Iraq,,202103,MZ145288,Homo sapiens,0.38,B.1.36,Older,Asia,,Al-Rashedi et al A,,,,
TWN/CGMH-CGU-36/2020,9/17/2020,1,20A,Taiwan,,Taiwan,,202038,MW356672,Homo sapiens,0.48,B.1.36.16,Older,Asia,,Tsao et al D,,,,
MMR/DSMRC_007/2021,1/9/2021,2,20A,Myanmar,,Myanmar,,202101,MW491248,Homo sapiens,0.49,B.1.36.16,Older,Asia,,Oo et al A,,,,
MMR/DSMRC_002/2021,1/9/2021,1,20A,Myanmar,,Myanmar,,202101,MW491244,Homo sapiens,0.47,B.1.36.16,Older,Asia,,Oo et al B,,,,
NZL/20CV0063/2020,6/19/2020,1,20A,New Zealand,,Auckland,,202025,OK426941,Homo sapiens,0.39,B.1.36,One month ago,Oceania,,Ren et al O,,LabTests,Institute of Environmental Science and Research,
NZL/20CV0221/2020,8/30/2020,2,20A,New Zealand,,Canterbury,,202036,OK426722,Homo sapiens,0.46,B.1.36.18,One month ago,Oceania,,Ren et al P,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
NZL/20CV0224/2020,8/30/2020,2,20A,New Zealand,,Canterbury,,202036,OK426701,Homo sapiens,0.46,B.1.36.18,One month ago,Oceania,,Ren et al Q,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
NZL/20CV0332/2020,9/8/2020,2,20A,New Zealand,,Canterbury,,202037,OK427120,Homo sapiens,0.46,B.1.36.18,One month ago,Oceania,,Ren et al R,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
NZL/20CV0364/2020,9/21/2020,2,20A,New Zealand,,Auckland,,202039,OK426850,Homo sapiens,0.46,B.1.36.18,One month ago,Oceania,,Ren et al S,,LabPLUS,Institute of Environmental Science and Research,
NZL/20CV0362/2020,9/21/2020,2,20A,New Zealand,,Canterbury,,202039,OK427026,Homo sapiens,0.46,B.1.36.18,One month ago,Oceania,,Ren et al T,,LabPLUS,Institute of Environmental Science and Research,
IND/GBRC520a/2020,11/24/2020,2,20A,India,,India,,202048,MZ268631,Homo sapiens,0.52,B.1.36,Older,Asia,,Savaliya et al A,,,,
IND/GBRC535a/2020,12/17/2020,2,20A,India,,India,,202051,MZ269095,Homo sapiens,0.43,B.1.36,Older,Asia,,Savaliya et al B,,,,
IND/GBRC475b/2020,12/16/2020,2,20A,India,,India,,202051,MZ254987,Homo sapiens,0.53,B.1.36,Older,Asia,,Pandit et al B,,,,
NZL/21MV0187/2021,3/16/2021,2,20A,New Zealand,,New Zealand,,202111,OK433504,Homo sapiens,0.57,B.1.36,One month ago,Oceania,,Ren et al U,,Middlemore Hospital,Institute of Environmental Science and Research,
HongKong/Case5126/2020,10/6/2020,1,20A,Hong Kong,,Hong Kong,,202041,MW181753,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Siu et al F,,,,
CHN/RS4_pool/2021,1/16/2021,1,20A,China,,China,,202102,MZ578003,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Xu et al,,,,
HongKong/HKPU-00134/2021,3/11/2021,1,20A,Hong Kong,,Hong Kong,,202110,MZ266483,Homo sapiens,0.45,B.1.36.27,Older,Asia,,Siu et al G,,,,
HongKong/HKPU-00157/2021,4/16/2021,1,20A,Hong Kong,,Hong Kong,,202115,MZ266506,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Siu et al H,,,,
HongKong/HKPU-00006/2021,1/21/2021,2,20A,Hong Kong,,Hong Kong,,202103,MW768955,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Wong et al A,,,,
HongKong/HKPU-00008/2020,12/30/2020,1,20A,Hong Kong,,Hong Kong,,202053,MW768957,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Wong et al B,,,,
HongKong/HKPU-00110/2020,11/27/2020,1,20A,Hong Kong,,Hong Kong,,202048,MZ266459,Homo sapiens,0.46,B.1.36.27,Older,Asia,,Siu et al I,,,,
BHR/920319237_S17_L001/2020,7/26/2020,2,20A,Bahrain,,Bahrain,,202031,MW228056,Homo sapiens,0.14,B.1,Older,Asia,,AlWasti et al A,,,,
EGY/EGY-026/2020,8/14/2020,1,20A,Egypt,,Egypt,,202033,MT947080,Homo sapiens,0.15,B.1,Older,Africa,,Seadawy et al A,,,,
EGY/EGY-109/2020,8/26/2020,1,20A,Egypt,,Egypt,,202035,MT994949,Homo sapiens,0.15,B.1,Older,Africa,,Seadawy et al B,,,,
LBN/LB-R10/2020,3/20/2020,1,20A,Lebanon,,Lebanon,,202012,MT801002,Homo sapiens,0.33,B.1,Older,Asia,,Abdallah et al A,,,,
FRA/FRA_WGS157/2020,3/6/2020,1,20A,France,,France,,202010,MW322968,Homo sapiens,0.33,B.1,Older,Europe,,Marot et al A,,,,
ISR/hCov-19-Israel-CVL-n-13881/2020,4/25/2020,1,20A,Israel,,Israel,,202017,MW674814,Homo sapiens,0.35,B.1,Older,Asia,,Zuckerman et al A,,,,
USA/UT-UPHL-201104904/2020,4/9/2020,1,20A,USA,,Utah,,202015,MW241174,Homo sapiens,0.33,B.1,Older,North America,,Young et al A,,Utah Public Health Laboratory,Utah Public Health Laboratory Infectious Disease submission group,
USA/FL-BPHL-2578/2020,11/17/2020,1,20A,USA,,Florida,,202047,MW491079,Homo sapiens,0.37,B.1,Older,North America,,Schmedes et al A,,,,
ETH/AH-003/2020,11/10/2020,3,20A,Ethiopia,,Ethiopia,,202046,MZ172409,Homo sapiens,0.31,B.1,Older,Africa,,Alemayehu et al A,,,,
ETH/AH-002/2020,12/18/2020,1,20A,Ethiopia,,Ethiopia,,202051,MZ172408,Homo sapiens,0.46,B.1,Older,Africa,,Alemayehu et al B,,,,
ETH/39379_S7_L001_1/2020,12/20/2020,1,20A,Ethiopia,,Ethiopia,,202052,MW703380,Homo sapiens,0.42,B.1,Older,Africa,,Weldemariam et al,,,,
DJI/NAMRU3_E108/2020,7/25/2020,2,20A,Djibouti,,Djibouti,,202030,OK018273,Homo sapiens,0.49,B.1,Older,Africa,,Arnold et al A,,,,
DJI/NAMRU3_EB1/2020,10/21/2020,2,20A,Djibouti,,Djibouti,,202043,OK018288,Homo sapiens,0.49,B.1,Older,Africa,,Arnold et al B,,,,
DJI/NAMRU3_A07/2020,11/16/2020,2,20A,Djibouti,,Djibouti,,202047,MZ970731,Homo sapiens,0.49,B.1,Older,Africa,,Arnold et al C,,,,
DJI/NAMRU3_HS/2020,11/16/2020,2,20A,Djibouti,,Djibouti,,202047,MZ970761,Homo sapiens,0.49,B.1,Older,Africa,,Arnold et al D,,,,
MLT/Sliema_1/2020,8/19/2020,1,20A,Malta,,Malta,,202034,MW079418,Homo sapiens,0.36,B.1,Older,Europe,,Biazzo et al A,,,,
MLT/Sliema_4/2020,9/7/2020,1,20A,Malta,,Malta,,202037,MW079421,Homo sapiens,0.36,B.1.389,Older,Europe,,Biazzo et al B,,,,
BHR/023285711_S13_L001/2020,7/25/2020,1,20A,Bahrain,,Bahrain,,202030,MW228278,Homo sapiens,0.42,B.1,Older,Asia,,AlWasti et al B,,,,
PAK/SARS-CoV-2_93/2020,4/15/2020,1,20A,Pakistan,,Islamabad Capital Territory,,202016,MW422074,Homo sapiens,0.43,B.1,Older,Asia,,Badar et al A,,,,
PAK/SARS-CoV-2_92/2020,4/15/2020,1,20A,Pakistan,,Khyber Pakhtunkhwa,,202016,MW422073,Homo sapiens,0.42,B.1,Older,Asia,,Badar et al B,,,,
HongKong/Case1142/2020,6/22/2020,2,20A,Hong Kong,,Hong Kong,,202026,MW181749,Homo sapiens,0.51,B.1,Older,Asia,,Siu et al J,,,,
OU453232,6/15/2020,1,20A,Germany,,Lower Saxony,,202025,OU453232,Homo sapiens,0.32,B.1.159,Older,Europe,,? D,,"LAVES (Lower Saxony State Office for Consumer Protection and Food Safety), PO Box 3949, D-26029 Oldenburg",Robert Koch Institute,
England/MILK-83B7B4/2020,7/16/2020,3,20A,United Kingdom,,England,,202029,OA979368,Homo sapiens,0.4,B.1,Older,Europe,,The Lighthouse Lab in Milton et al A,,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute,
GMB/GC19-029/2020,4/20/2020,1,20A,Gambia,,Gambia,,202017,MZ040130,Homo sapiens,0.32,B.1,Older,Africa,,Kanteh et al B,,,,
BHR/920262933_S19_L001/2020,6/19/2020,1,20A,Bahrain,,Bahrain,,202025,MW228054,Homo sapiens,0.33,B.1.281,Older,Asia,,AlWasti et al C,,,,
BHR/920267586/2020,6/22/2020,2,20A,Bahrain,,Bahrain,,202026,MT745767,Homo sapiens,0.34,B.1.281,Older,Asia,,Altaif et al,,,,
Netherlands/Flevoland_5/2020,4/1/2020,1,20A,Netherlands,,Netherlands,,202014,LR883741,Homo sapiens,0.31,B.1.22,Older,Europe,,Oude Munnink et al A,,,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",
Netherlands/Gelderland_54/2020,5/18/2020,1,20A,Netherlands,,Netherlands,,202021,LR883546,Homo sapiens,0.31,B.1.22,Older,Europe,,Oude Munnink et al B,,,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",
VEN/3NE/2020,4/10/2020,1,20C,Venezuela,,Venezuela,,202015,MT907516,Homo sapiens,0.31,B.1,Older,South America,,Loureiro et al C,,,,
USA/DC-DFS-PHL-0071/2020,5/12/2020,2,20C,USA,,Washington DC,,202020,MZ488253,Homo sapiens,0.33,B.1,Older,North America,,Nguyen et al B,,,,
Mexico/SEARCH-102620/2020,4/15/2020,1,20C,Mexico,,Baja California,,202016,OK548981,Homo sapiens,0.36,B.1,One week ago,North America,,Andersen et al C,,"SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)",SEARCH Alliance San Diego,
NZL/20CV0325/2020,4/2/2020,2,20C,New Zealand,,Midcentral,,202014,OK427122,Homo sapiens,0.32,B.1,One month ago,Oceania,,Ren et al V,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
AUS/VIC1834/2020,5/27/2020,2,20C,Australia,,Victoria,,202022,MT972119,Homo sapiens,0.31,B.1.338,Older,Oceania,,Sait et al G,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
USA/ND-NDDH-0043/2020,3/18/2020,1,20C,USA,,North Dakota,,202012,MW524041,Homo sapiens,0.31,B.1,Older,North America,,Wingerter et al A,,,,
AUS/NT06/2020,3/19/2020,1,20C,Australia,,Northern Territory,,202012,MT641653,Homo sapiens,0.31,B.1.268,Older,Oceania,,Caly et al L,,Royal Darwin Hospital Pathology,The Peter Doherty Institute for Infection and Immunity,
DJI/NAMRU3_028/2020,6/21/2020,1,20C,Djibouti,,Djibouti,,202026,OK018227,Homo sapiens,0.34,B.1.324,Older,Africa,,Arnold et al E,,,,
DJI/NAMRU3_026/2020,6/21/2020,1,20C,Djibouti,,Djibouti,,202026,MZ970726,Homo sapiens,0.34,B.1.324,Older,Africa,,Arnold et al F,,,,
ISR/NH_AS_0625/2020,6/25/2020,1,20C,Israel,,Israel,,202026,MW201576,Homo sapiens,0.46,B.1.362,Older,Asia,,Zaide et al A,,,,
TUN/TUN_ADAGE_5004/2020,7/9/2020,2,20C,Tunisia,,Tunisia,,202028,MT955174,Homo sapiens,0.43,B.1.597,Older,Africa,,Souissi et al C,,,,
USA/NH-CDC-0004/2020,2/29/2020,1,20C,USA,,New Hampshire,,202009,MT304484,Homo sapiens,0.28,B.1.356,Older,North America,,Queen et al B,,,,
USA/NH-CDC-0033/2020,3/6/2020,1,20C,USA,,New Hampshire,,202010,MT325595,Homo sapiens,0.28,B.1.356,Older,North America,,Li et al C,,,,
BEN/1409/2020,4/6/2020,1,20C,Benin,,Benin,,202015,MT653077,Homo sapiens,0.28,B.1.356,Older,Africa,,Sander et al D,,,,
TUN/TUN-202061628/2020,11/23/2020,1,20C,Tunisia,,Tunisia,,202048,MW365358,Homo sapiens,0.29,B.1.356,Older,Africa,,Boutiba-Ben Boubaker et al A,,,,
BRA/RJ01/2020,3/23/2020,1,20C,Brazil,,Brazil,,202013,MT710714,Homo sapiens,0.31,B.1,Older,South America,,Souza et al A,,,,
BRA/RJ-DCVN1/2020,3/23/2020,1,20C,Brazil,,Brazil,,202013,MT827202,Homo sapiens,0.31,B.1,Older,South America,,Souza et al B,,,,
USA/CT-Yale-333/2020,5/12/2020,1,20C,USA,,Connecticut,,202020,MT886446,Homo sapiens,0.31,B.1,Older,North America,,Fauver et al,,Yale COVID-19 Biorepository,Yale School of Public Health,
ARG/Cordoba-83535/2020,9/13/2020,2,20C,Argentina,,Argentina,,202038,MW633891,Homo sapiens,0.36,B.1.499,Older,South America,,Castro et al A,,,,
ARG/Cordoba-891/2020,9/14/2020,1,20C,Argentina,,Argentina,,202038,MW633900,Homo sapiens,0.35,B.1.499,Older,South America,,Castro et al B,,,,
HongKong/Case5000/2020,9/19/2020,1,20C,Hong Kong,,Hong Kong,,202038,MW181760,Homo sapiens,0.37,B.1.499,Older,Asia,,Siu et al K,,,,
ISR/hCov-19-Israel-CVL-n-11482/2020,4/25/2020,1,20C,Israel,,Israel,,202017,MW674813,Homo sapiens,0.31,B.1.504,Older,Asia,,Zuckerman et al B,,,,
